Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID13896,Alice,07-05-21,14:44:29,Contract related,N,Y,,,3.0
ID5670,Diane,09-09-21,16:02:02,Contract related,Y,Y,,,4.0
ID9657,Diane,27-05-21,13:53:27,Streaming,Y,Y,176.0,,2.0
ID9587,Eve,20-10-21,00:53:42,Contract related,N,N,,0:05:00,
ID5897,Bob,09-04-21,12:50:21,Contract related,N,N,,,
ID5951,Alice,06-12-21,20:25:11,Contract related,N,Y,129.0,,
ID13895,Bob,12-03-21,06:49:42,Technical support,Y,N,204.0,,
ID5238,Eve,02-11-21,21:42:18,General inquiry,N,N,,,3.0
ID8887,Eve,09-01-21,10:20:22,Technical support,N,N,138.0,,1.0
ID11998,Alice,29-12-21,09:22:29,General inquiry,N,Y,,0:06:50,
ID9636,Diane,02-02-21,18:45:56,General inquiry,Y,N,,,4.0
ID9062,Alice,06-07-21,06:52:13,Technical support,Y,N,151.0,0:00:48,
ID12048,Eve,27-10-21,04:06:16,General inquiry,N,Y,154.0,,1.0
ID13256,Diane,12-06-21,14:27:31,Technical support,N,Y,64.0,,
ID12518,Alice,05-10-21,21:41:48,Streaming,Y,N,,,
ID13892,Bob,27-11-21,09:03:26,Contract related,N,Y,84.0,,
ID13300,Bob,08-12-21,18:41:17,Billing,Y,Y,,0:08:45,
ID13201,Diane,08-11-21,14:49:13,General inquiry,N,N,,,
ID10160,Eve,04-02-21,03:54:26,General inquiry,N,Y,185.0,,
ID7133,Eve,14-06-21,18:25:09,Contract related,N,Y,150.0,0:00:37,
ID10209,Alice,12-12-21,12:31:29,Contract related,Y,N,,0:09:04,
ID5071,Diane,07-01-21,09:47:44,Technical support,N,N,,,
ID11016,Eve,07-03-21,00:10:05,General inquiry,N,Y,299.0,,
ID11018,Eve,10-03-21,18:50:07,Streaming,N,Y,,0:09:35,3.0
ID11057,Bob,04-11-21,12:03:27,Contract related,N,Y,266.0,0:02:34,4.0
ID7062,Jim,12-05-21,08:05:02,General inquiry,N,N,15.0,,
ID12299,Diane,05-10-21,21:56:42,Contract related,Y,N,124.0,,
ID9394,Diane,19-11-21,16:50:31,Billing,Y,N,120.0,0:06:56,2.0
ID10852,Jim,07-06-21,12:25:00,Streaming,Y,Y,,0:01:19,
ID8470,Diane,19-11-21,13:53:31,Billing,N,N,,,
ID11048,Diane,13-12-21,04:59:28,Contract related,N,Y,,,4.0
ID8668,Eve,19-12-21,15:58:30,Technical support,Y,N,62.0,,1.0
ID10522,Jim,11-10-21,20:24:26,General inquiry,Y,N,,0:00:44,
ID5708,Bob,23-08-21,17:04:37,Streaming,N,N,106.0,,1.0
ID10981,Bob,05-05-21,21:53:10,Contract related,N,N,41.0,0:02:42,
ID7617,Jim,20-03-21,23:25:25,Billing,Y,Y,281.0,,3.0
ID10402,Alice,03-05-21,09:56:56,Streaming,N,Y,,0:09:23,
ID14812,Alice,29-04-21,21:26:17,General inquiry,Y,Y,,,2.0
ID5946,Jim,23-03-21,18:28:54,Billing,Y,Y,,0:08:52,
ID10712,Diane,11-02-21,19:55:23,Technical support,N,Y,,0:03:48,1.0
ID7289,Diane,01-09-21,13:18:00,Technical support,N,Y,279.0,,4.0
ID8475,Jim,23-08-21,06:17:24,Contract related,Y,N,,,
ID14966,Jim,03-12-21,07:10:15,Contract related,N,Y,,,4.0
ID11004,Diane,02-09-21,23:01:29,Contract related,Y,N,,,4.0
ID14252,Jim,13-12-21,18:36:44,Contract related,N,Y,,0:05:36,
ID7689,Eve,15-04-21,03:00:08,Technical support,Y,N,168.0,0:09:01,
ID5289,Diane,27-08-21,04:16:27,Streaming,Y,N,,,4.0
ID8520,Bob,12-08-21,00:46:14,Technical support,N,N,,,3.0
ID5071,Diane,21-10-21,21:13:58,Streaming,Y,Y,53.0,0:03:22,
ID9149,Jim,21-07-21,07:19:10,Streaming,Y,Y,298.0,0:07:32,3.0
ID9105,Alice,04-08-21,19:55:53,Billing,Y,Y,84.0,,
ID10838,Alice,13-05-21,12:18:59,Billing,Y,Y,186.0,,1.0
ID8367,Jim,17-01-21,20:11:11,Streaming,N,Y,294.0,0:00:17,
ID13194,Bob,11-06-21,19:28:14,Billing,Y,Y,,0:08:01,
ID7301,Bob,10-09-21,16:58:55,Streaming,Y,Y,234.0,0:03:34,5.0
ID7724,Bob,03-06-21,12:30:42,General inquiry,N,Y,,,
ID9459,Diane,19-06-21,05:48:50,Technical support,N,Y,243.0,0:03:22,3.0
ID13291,Bob,07-06-21,21:12:36,Billing,Y,Y,,0:04:43,
ID12219,Alice,30-01-21,03:35:49,Streaming,N,N,53.0,,
ID14522,Jim,23-03-21,05:35:43,Streaming,N,N,90.0,0:05:20,
ID9820,Diane,03-04-21,12:32:39,Streaming,Y,N,,0:09:24,1.0
ID12184,Jim,21-09-21,17:23:45,General inquiry,Y,N,253.0,,1.0
ID13084,Jim,17-01-21,10:11:03,Billing,N,Y,292.0,0:09:35,
ID9401,Alice,30-10-21,00:38:52,Technical support,Y,Y,119.0,0:06:28,
ID13924,Eve,18-02-21,08:36:41,Billing,Y,Y,,,2.0
ID14871,Alice,26-08-21,05:56:38,General inquiry,Y,N,214.0,0:09:22,
ID8410,Alice,05-08-21,16:58:24,Billing,N,N,279.0,0:05:06,3.0
ID5913,Eve,20-04-21,00:58:06,Contract related,Y,N,223.0,,
ID7294,Eve,26-06-21,12:56:17,Streaming,N,Y,,0:05:01,
ID8619,Jim,12-01-21,08:15:44,General inquiry,Y,Y,268.0,,2.0
ID6840,Eve,14-06-21,11:59:56,Billing,Y,Y,250.0,,
ID9967,Alice,22-04-21,20:45:14,Contract related,Y,Y,,0:01:37,
ID7998,Eve,05-02-21,18:26:48,Technical support,Y,Y,218.0,0:09:45,
ID9287,Alice,26-03-21,10:15:51,Billing,N,N,,0:08:02,3.0
ID14594,Bob,12-11-21,17:05:46,Billing,Y,Y,,0:03:55,
ID8032,Bob,25-02-21,01:07:01,Streaming,Y,Y,199.0,,
ID8447,Diane,01-09-21,13:19:49,Streaming,N,Y,,,2.0
ID6801,Eve,21-09-21,12:12:41,General inquiry,Y,Y,,,2.0
ID13123,Eve,27-03-21,00:28:33,General inquiry,Y,N,218.0,0:08:52,3.0
ID9694,Jim,26-09-21,09:44:01,General inquiry,N,Y,2.0,0:07:55,
ID12843,Bob,17-08-21,01:06:45,Billing,N,N,,0:06:14,
ID8786,Eve,23-05-21,13:29:30,Billing,Y,Y,41.0,,
ID6699,Eve,07-08-21,10:28:38,Streaming,Y,N,202.0,,
ID5997,Alice,03-01-21,12:07:32,Streaming,Y,Y,235.0,,
ID13902,Bob,22-01-21,04:13:04,Technical support,N,Y,226.0,,
ID6989,Alice,01-07-21,00:38:35,Streaming,Y,Y,,,1.0
ID8568,Bob,27-02-21,15:11:06,Billing,N,Y,246.0,,
ID10082,Bob,14-09-21,01:06:02,General inquiry,Y,Y,80.0,0:04:57,3.0
ID14686,Eve,23-05-21,00:26:06,Billing,Y,Y,,0:08:24,
ID13493,Eve,23-05-21,23:13:59,Streaming,N,N,132.0,,5.0
ID14248,Bob,18-10-21,12:50:10,Billing,Y,N,175.0,0:08:26,3.0
ID5154,Alice,16-04-21,07:18:54,Contract related,Y,Y,,0:05:02,
ID11120,Bob,01-12-21,16:54:46,Streaming,Y,N,,,
ID13537,Eve,13-02-21,15:20:42,Technical support,N,Y,,,4.0
ID6778,Eve,03-06-21,21:23:57,Billing,Y,N,106.0,,3.0
ID12905,Diane,10-04-21,08:55:47,Contract related,N,Y,253.0,,5.0
ID9363,Eve,17-10-21,17:11:01,Streaming,Y,N,243.0,,4.0
ID7417,Eve,03-01-21,06:27:39,Streaming,Y,N,177.0,,
ID11799,Alice,24-11-21,23:39:14,Streaming,N,N,296.0,0:01:10,3.0
ID7170,Eve,23-05-21,23:24:07,Technical support,N,Y,128.0,0:04:43,4.0
ID7485,Eve,25-05-21,10:42:56,Contract related,N,Y,,,
ID7598,Bob,28-05-21,18:53:32,Streaming,N,N,,,2.0
ID11464,Bob,08-06-21,18:12:01,Contract related,N,N,,0:03:53,
ID11331,Jim,26-08-21,22:27:46,Technical support,N,Y,,,5.0
ID12032,Alice,24-04-21,11:16:45,General inquiry,N,Y,,,
ID8075,Eve,21-08-21,21:35:24,Streaming,Y,Y,81.0,0:05:03,
ID5810,Alice,18-09-21,08:44:52,Technical support,N,N,,0:03:56,
ID9795,Bob,16-11-21,06:39:30,Technical support,Y,Y,146.0,,
ID12401,Bob,20-05-21,00:27:12,Streaming,Y,N,162.0,0:06:20,2.0
ID12237,Alice,22-05-21,16:01:47,General inquiry,N,Y,74.0,0:06:49,
ID6451,Alice,06-12-21,22:32:07,Billing,Y,N,35.0,0:01:46,5.0
ID14590,Bob,09-08-21,23:56:07,Technical support,Y,N,169.0,0:09:55,
ID12796,Bob,27-10-21,21:48:00,Technical support,N,N,123.0,0:03:15,
ID6314,Eve,28-04-21,08:30:56,Billing,Y,Y,,0:02:56,
ID13326,Bob,23-11-21,16:13:38,General inquiry,Y,Y,137.0,0:07:23,5.0
ID6288,Jim,01-04-21,10:31:14,Billing,Y,Y,8.0,0:03:11,2.0
ID14432,Diane,28-02-21,14:36:15,Technical support,Y,N,,0:07:21,4.0
ID11969,Eve,28-02-21,22:06:38,Streaming,N,N,,0:00:51,1.0
ID12860,Eve,19-02-21,01:53:11,Billing,N,N,263.0,,
ID8194,Diane,24-06-21,04:58:47,Billing,N,N,,,
ID10377,Diane,08-11-21,09:43:37,General inquiry,N,Y,,,5.0
ID10146,Diane,05-11-21,04:02:17,Contract related,Y,Y,283.0,0:01:01,
ID5425,Alice,28-12-21,23:12:48,Streaming,N,N,,,
ID12037,Bob,01-07-21,00:55:15,Billing,N,Y,,0:08:52,
ID7875,Alice,01-12-21,05:51:54,Billing,Y,Y,26.0,,3.0
ID9552,Eve,16-01-21,12:53:32,General inquiry,N,Y,44.0,,
ID13823,Alice,13-06-21,23:27:18,Billing,N,N,,,
ID13270,Eve,28-02-21,02:50:34,General inquiry,N,Y,231.0,,
ID12725,Diane,03-07-21,01:46:03,Technical support,Y,N,114.0,0:07:21,
ID5873,Jim,18-11-21,11:23:58,Streaming,N,Y,,,2.0
ID12824,Diane,29-10-21,12:17:49,Streaming,N,Y,188.0,0:02:58,2.0
ID10669,Eve,25-05-21,17:16:54,General inquiry,Y,Y,,0:05:17,3.0
ID12262,Jim,12-02-21,15:54:17,General inquiry,N,N,120.0,,
ID13589,Alice,14-08-21,23:18:12,Streaming,Y,Y,,0:05:01,
ID13555,Eve,18-12-21,04:55:55,Contract related,N,Y,,,
ID7514,Jim,10-03-21,16:36:59,Billing,N,Y,,0:00:42,1.0
ID5510,Alice,27-02-21,20:22:05,Technical support,N,N,88.0,,
ID11930,Diane,14-05-21,22:44:55,Billing,N,Y,254.0,,
ID5688,Jim,29-01-21,22:49:48,Technical support,Y,Y,167.0,0:08:43,
ID11693,Bob,09-01-21,09:06:20,Billing,Y,N,212.0,0:03:53,2.0
ID9949,Diane,21-07-21,10:39:18,Technical support,Y,N,60.0,,2.0
ID7703,Diane,30-12-21,20:28:20,General inquiry,N,N,,0:05:25,
ID13683,Bob,03-12-21,12:25:18,General inquiry,Y,N,,0:08:47,5.0
ID11031,Bob,12-03-21,02:43:35,Contract related,Y,N,66.0,,3.0
ID13889,Diane,11-08-21,03:58:47,Contract related,Y,Y,50.0,,2.0
ID7664,Bob,22-02-21,23:51:45,Contract related,Y,Y,224.0,,4.0
ID12421,Alice,23-12-21,15:51:12,Technical support,N,Y,,0:01:21,
ID5535,Alice,15-09-21,13:05:01,General inquiry,N,Y,,,5.0
ID11640,Eve,21-01-21,07:27:07,General inquiry,N,N,5.0,,
ID12049,Jim,20-02-21,06:20:43,Contract related,Y,N,28.0,,
ID10495,Eve,05-05-21,12:38:50,Streaming,Y,N,,0:07:10,
ID12238,Eve,05-02-21,10:29:41,Streaming,Y,Y,,,2.0
ID6519,Bob,26-08-21,11:32:33,Contract related,N,Y,282.0,0:02:54,5.0
ID14663,Eve,17-09-21,17:57:32,Technical support,N,N,59.0,,
ID11370,Eve,07-02-21,18:25:33,General inquiry,N,Y,,,
ID10184,Jim,02-11-21,08:34:18,Technical support,N,Y,,,
ID9695,Alice,07-06-21,22:54:08,Billing,N,N,258.0,0:07:52,2.0
ID7039,Bob,11-11-21,02:08:22,Technical support,N,Y,,0:04:58,
ID11013,Alice,23-07-21,22:30:22,Streaming,N,N,149.0,,1.0
ID8490,Diane,19-11-21,21:13:15,Technical support,Y,N,,,
ID8460,Jim,20-02-21,00:24:08,Streaming,Y,N,287.0,0:02:56,
ID5864,Diane,29-03-21,16:50:18,General inquiry,N,Y,105.0,0:04:52,
ID5373,Diane,20-09-21,21:20:05,General inquiry,N,N,3.0,,
ID9678,Bob,13-06-21,04:14:04,Billing,N,Y,116.0,0:07:31,
ID6783,Eve,07-10-21,05:14:43,Streaming,Y,Y,221.0,,1.0
ID6888,Bob,02-05-21,21:16:18,Billing,N,Y,,,5.0
ID14457,Bob,10-07-21,02:17:15,Billing,Y,Y,114.0,,3.0
ID8967,Bob,30-12-21,20:45:43,Streaming,Y,N,,0:09:13,
ID10908,Eve,31-10-21,11:48:55,General inquiry,Y,Y,,0:03:02,5.0
ID10936,Eve,23-05-21,22:29:38,General inquiry,N,N,184.0,,5.0
ID11187,Jim,03-12-21,14:12:47,Contract related,Y,Y,,0:04:08,
ID14480,Diane,17-05-21,19:58:21,General inquiry,Y,Y,,0:05:30,
ID10523,Diane,02-02-21,07:50:44,Billing,N,Y,,0:01:01,3.0
ID11813,Jim,07-08-21,11:25:12,Contract related,N,N,149.0,,
ID10181,Alice,12-11-21,06:10:40,General inquiry,N,N,,,1.0
ID10387,Alice,27-08-21,23:40:10,Billing,Y,N,75.0,,
ID9500,Jim,01-09-21,17:20:21,Streaming,N,N,72.0,0:06:12,5.0
ID13096,Eve,08-08-21,10:40:30,Streaming,N,N,,0:08:41,
ID8735,Jim,01-08-21,01:09:51,Technical support,Y,N,69.0,0:01:44,1.0
ID9898,Eve,15-06-21,00:40:57,Technical support,Y,N,,,
ID6029,Diane,29-06-21,16:42:48,Streaming,N,Y,55.0,0:07:30,
ID5167,Alice,17-01-21,13:20:51,Contract related,Y,N,70.0,0:01:52,
ID5415,Eve,13-01-21,03:16:15,Technical support,Y,N,,,1.0
ID5656,Eve,22-02-21,08:55:46,General inquiry,Y,Y,,0:09:53,
ID6035,Diane,29-10-21,19:17:18,Billing,N,Y,93.0,,2.0
ID10539,Jim,15-02-21,01:31:52,Contract related,Y,Y,36.0,,
ID5247,Bob,22-06-21,20:46:30,General inquiry,N,N,220.0,,
ID8802,Jim,20-11-21,05:27:58,Technical support,Y,Y,,,
ID12598,Alice,02-09-21,22:05:56,Billing,N,Y,,,3.0
ID13344,Alice,09-11-21,23:46:53,General inquiry,N,Y,105.0,,2.0
ID5558,Bob,26-07-21,11:48:49,General inquiry,N,N,108.0,,4.0
ID9128,Bob,12-04-21,02:37:22,Technical support,Y,N,,0:01:35,3.0
ID7061,Eve,12-09-21,12:14:05,Streaming,Y,Y,,0:01:06,4.0
ID9416,Bob,01-07-21,17:00:30,General inquiry,Y,N,13.0,,
ID6950,Diane,06-01-21,08:57:53,Contract related,Y,Y,,0:03:55,3.0
ID7819,Diane,10-06-21,03:41:23,General inquiry,Y,Y,,,
ID8205,Eve,18-03-21,21:37:53,Contract related,N,N,,0:06:43,
ID13966,Jim,01-09-21,05:54:21,Technical support,N,N,263.0,0:00:39,
ID14281,Jim,21-10-21,08:22:31,Billing,N,Y,,0:03:52,5.0
ID12562,Diane,22-07-21,02:03:16,Technical support,N,N,271.0,0:04:15,1.0
ID6336,Bob,04-05-21,14:27:50,Technical support,N,Y,182.0,,
ID13812,Diane,30-03-21,20:22:54,Technical support,N,N,16.0,0:08:35,2.0
ID10116,Bob,18-09-21,00:29:39,Technical support,N,N,195.0,,3.0
ID14580,Jim,26-11-21,00:37:09,General inquiry,Y,Y,187.0,,3.0
ID9746,Jim,26-08-21,06:33:34,Contract related,Y,Y,78.0,0:05:10,
ID11475,Bob,01-07-21,23:46:16,Technical support,Y,Y,,0:01:41,
ID12320,Jim,16-02-21,23:17:35,General inquiry,Y,N,290.0,,
ID11643,Bob,07-08-21,18:02:58,Technical support,Y,N,,,
ID14631,Alice,27-06-21,17:43:00,Billing,N,Y,,0:04:39,
ID9459,Eve,18-03-21,07:56:00,Contract related,Y,N,,0:00:56,3.0
ID13065,Alice,29-08-21,10:51:35,Streaming,Y,N,296.0,,
ID11750,Bob,19-05-21,14:16:54,Contract related,Y,Y,,,5.0
ID12351,Diane,29-04-21,01:59:25,Contract related,N,N,294.0,,
ID14596,Diane,15-01-21,19:53:47,General inquiry,N,N,,0:01:04,5.0
ID7761,Jim,28-10-21,06:07:14,Contract related,N,Y,76.0,0:03:23,1.0
ID11386,Eve,22-11-21,16:26:17,General inquiry,N,N,228.0,0:01:35,3.0
ID5785,Diane,27-10-21,21:19:25,General inquiry,N,Y,,0:06:43,5.0
ID5864,Alice,01-10-21,04:08:50,Billing,Y,N,,,5.0
ID10069,Diane,17-09-21,01:47:01,Streaming,N,Y,,0:07:43,5.0
ID6147,Diane,18-06-21,04:14:02,Technical support,N,N,,,
ID13265,Diane,18-04-21,08:45:30,Technical support,N,Y,236.0,0:07:04,5.0
ID13083,Jim,02-01-21,04:55:59,General inquiry,N,N,94.0,,
ID11662,Jim,16-05-21,23:14:34,General inquiry,Y,N,,,1.0
ID12442,Eve,19-06-21,20:11:22,Contract related,N,N,51.0,,1.0
ID11137,Alice,03-10-21,05:26:43,Billing,Y,Y,,0:02:03,
ID10880,Jim,12-05-21,10:42:14,Streaming,N,Y,,0:09:58,
ID5943,Jim,11-08-21,13:54:56,General inquiry,N,Y,55.0,,
ID8997,Bob,22-03-21,09:27:30,Contract related,N,N,,0:05:53,3.0
ID9586,Bob,15-04-21,00:55:51,General inquiry,Y,Y,58.0,0:01:05,
ID6187,Eve,05-11-21,23:12:46,General inquiry,N,Y,,0:08:59,
ID10512,Jim,28-05-21,16:45:22,Streaming,N,N,69.0,,1.0
ID11287,Eve,05-12-21,19:46:26,Streaming,N,Y,,0:03:43,4.0
ID12578,Eve,20-12-21,12:51:03,General inquiry,N,Y,107.0,,5.0
ID12485,Diane,07-04-21,00:17:28,Technical support,N,N,137.0,,
ID6429,Alice,27-04-21,01:49:37,Billing,Y,N,,0:09:31,2.0
ID10342,Diane,19-06-21,23:39:51,General inquiry,N,Y,79.0,,
ID9403,Eve,16-10-21,20:20:28,Streaming,N,Y,,,4.0
ID7728,Bob,13-10-21,05:16:23,Technical support,Y,N,,,4.0
ID10284,Jim,10-07-21,04:07:06,Billing,Y,Y,277.0,,
ID10703,Diane,04-10-21,13:31:15,Contract related,N,N,,0:02:19,
ID11782,Eve,01-03-21,16:03:06,Technical support,Y,Y,,,2.0
ID9676,Bob,13-04-21,09:50:07,Technical support,Y,N,174.0,,1.0
ID6948,Alice,27-08-21,12:41:49,General inquiry,N,N,,,
ID14806,Jim,17-09-21,03:46:29,General inquiry,Y,Y,236.0,,
ID13545,Alice,09-05-21,11:25:04,Billing,Y,N,,0:09:15,5.0
ID8369,Alice,11-11-21,13:50:03,Billing,N,N,118.0,,
ID13975,Jim,03-06-21,15:10:08,Streaming,Y,N,52.0,0:07:01,4.0
ID10947,Diane,25-11-21,17:50:04,Technical support,N,N,,0:03:30,5.0
ID10400,Alice,26-06-21,05:59:59,Streaming,Y,N,122.0,0:00:17,
ID8460,Alice,26-01-21,20:35:30,Billing,N,Y,,,
ID8512,Jim,31-10-21,08:41:28,Streaming,Y,Y,145.0,0:08:18,2.0
ID10012,Eve,05-12-21,07:41:50,Billing,N,Y,264.0,0:00:17,
ID8370,Jim,31-07-21,00:24:22,General inquiry,N,N,,0:09:46,
ID10487,Bob,26-06-21,18:39:46,Technical support,Y,Y,,0:04:26,2.0
ID5852,Bob,24-06-21,14:01:26,Contract related,Y,N,,0:06:24,1.0
ID12276,Eve,28-09-21,02:59:17,General inquiry,N,N,,0:05:21,
ID6507,Diane,16-06-21,07:30:06,Technical support,N,N,,0:04:01,1.0
ID5885,Jim,09-01-21,04:02:46,Contract related,N,N,201.0,0:03:41,
ID11258,Alice,27-04-21,08:34:01,General inquiry,Y,Y,,0:01:13,4.0
ID11994,Eve,28-02-21,12:56:06,Billing,N,N,,0:01:18,4.0
ID8238,Jim,19-07-21,16:57:28,Streaming,Y,N,298.0,0:05:23,
ID13788,Alice,22-04-21,13:14:27,Billing,Y,N,,,
ID14294,Bob,20-12-21,03:20:04,Technical support,Y,Y,86.0,,4.0
ID11883,Jim,26-04-21,09:53:34,Streaming,Y,Y,,0:09:56,1.0
ID5937,Bob,04-07-21,06:41:29,Technical support,N,Y,159.0,0:04:23,
ID12942,Eve,05-09-21,05:02:46,Billing,Y,Y,,,5.0
ID7947,Bob,11-01-21,14:33:32,Technical support,N,Y,206.0,,
ID11851,Eve,30-09-21,21:55:24,Billing,Y,N,279.0,,
ID7445,Eve,20-09-21,20:58:58,General inquiry,N,N,,,
ID7442,Eve,29-09-21,06:40:38,Technical support,N,N,,,5.0
ID6019,Eve,18-04-21,02:23:53,General inquiry,Y,N,52.0,0:00:27,
ID9745,Alice,19-06-21,18:12:32,General inquiry,Y,N,107.0,,4.0
ID13044,Eve,11-03-21,00:37:53,Streaming,Y,N,166.0,,1.0
ID14446,Jim,31-03-21,19:51:30,Contract related,Y,Y,50.0,0:02:11,
ID12410,Diane,22-07-21,03:30:30,Technical support,Y,N,,0:01:13,
ID10922,Eve,05-11-21,20:23:31,Streaming,N,N,189.0,0:07:27,1.0
ID7128,Diane,01-05-21,06:44:34,Streaming,N,Y,,0:02:45,
ID13244,Alice,25-02-21,15:01:04,General inquiry,N,Y,,0:07:41,3.0
ID12981,Diane,22-12-21,16:24:02,Technical support,Y,N,218.0,0:07:17,
ID5090,Bob,23-05-21,17:13:08,Streaming,N,Y,,,
ID13344,Eve,25-08-21,00:22:04,Technical support,N,N,257.0,,3.0
ID7737,Bob,11-04-21,13:38:39,Billing,Y,Y,,,1.0
ID10481,Eve,18-03-21,20:38:01,General inquiry,Y,Y,,,5.0
ID8641,Alice,27-09-21,00:46:32,Technical support,Y,N,43.0,0:03:16,4.0
ID13356,Alice,09-04-21,18:27:44,General inquiry,N,N,,0:03:06,
ID6230,Diane,13-05-21,21:22:04,Technical support,Y,Y,,,2.0
ID12304,Eve,19-11-21,11:56:31,General inquiry,Y,Y,,,4.0
ID10629,Bob,28-08-21,09:03:42,Streaming,Y,N,,0:04:16,
ID14649,Bob,11-10-21,07:41:19,Technical support,N,Y,,0:06:46,
ID7679,Eve,23-09-21,22:43:27,Contract related,N,Y,,,
ID7279,Diane,30-10-21,04:56:51,Contract related,Y,Y,,0:05:53,3.0
ID9210,Jim,04-10-21,07:46:25,Contract related,N,Y,169.0,,4.0
ID13758,Eve,06-07-21,11:53:04,Technical support,N,Y,146.0,,5.0
ID5932,Eve,01-03-21,13:08:32,Contract related,N,Y,284.0,0:03:25,4.0
ID10717,Bob,01-05-21,04:37:05,General inquiry,N,N,215.0,0:04:36,
ID7670,Alice,25-10-21,17:51:49,General inquiry,Y,N,67.0,0:06:49,2.0
ID6753,Diane,20-03-21,09:42:53,Streaming,N,N,146.0,,3.0
ID13392,Eve,05-10-21,10:43:45,Streaming,Y,Y,,0:02:30,
ID10110,Eve,19-05-21,23:45:00,Contract related,N,Y,,0:07:50,3.0
ID13433,Alice,17-12-21,16:44:46,Technical support,N,Y,113.0,0:03:39,2.0
ID7196,Bob,09-02-21,04:28:45,Technical support,Y,Y,,,4.0
ID13665,Eve,09-06-21,05:41:56,Billing,Y,N,,0:09:36,1.0
ID14248,Jim,01-09-21,14:39:33,Technical support,N,Y,,,3.0
ID12836,Diane,19-01-21,02:59:25,General inquiry,N,Y,150.0,0:04:01,
ID6525,Bob,09-03-21,01:10:45,Contract related,Y,N,131.0,0:06:49,1.0
ID12745,Diane,28-02-21,03:55:42,General inquiry,Y,Y,,0:07:24,3.0
ID8498,Alice,12-04-21,15:10:26,Streaming,Y,N,294.0,,1.0
ID10409,Jim,28-05-21,08:12:51,General inquiry,Y,N,36.0,0:01:16,3.0
ID10205,Alice,24-03-21,08:32:34,Technical support,Y,Y,,,
ID12890,Alice,08-12-21,19:39:26,Billing,Y,N,26.0,,4.0
ID9611,Bob,05-10-21,04:58:22,Streaming,Y,N,14.0,,2.0
ID11819,Bob,06-03-21,07:50:31,Streaming,Y,N,,0:07:42,2.0
ID14208,Jim,20-03-21,10:07:03,General inquiry,Y,N,,,2.0
ID10577,Alice,16-09-21,21:01:54,Contract related,Y,Y,,0:07:03,
ID9818,Jim,05-11-21,23:59:13,Technical support,Y,N,59.0,0:02:38,2.0
ID14513,Jim,02-11-21,21:15:17,Contract related,N,N,,,
ID13017,Bob,30-09-21,06:42:04,Technical support,N,N,,0:03:51,3.0
ID10871,Bob,05-08-21,09:13:28,Streaming,Y,Y,282.0,,
ID5485,Bob,12-03-21,06:29:14,Streaming,N,Y,,0:03:29,4.0
ID10810,Alice,16-11-21,10:48:07,Technical support,N,N,165.0,0:02:32,1.0
ID9756,Alice,20-07-21,10:34:55,Streaming,N,N,,,2.0
ID9386,Alice,22-10-21,16:02:44,Contract related,N,N,,,4.0
ID14326,Jim,31-05-21,19:12:59,Contract related,Y,Y,215.0,0:07:28,
ID12099,Diane,24-02-21,15:05:51,Streaming,Y,N,,,3.0
ID13457,Jim,16-07-21,14:00:02,Technical support,N,N,,,2.0
ID6739,Jim,22-12-21,17:53:45,Technical support,N,N,,,5.0
ID13782,Eve,24-07-21,04:23:13,General inquiry,Y,N,235.0,0:01:26,
ID12195,Alice,25-01-21,08:11:06,Technical support,Y,Y,,0:04:21,4.0
ID9634,Jim,11-05-21,15:54:45,Billing,N,Y,65.0,,
ID8348,Eve,04-02-21,13:58:28,Streaming,N,Y,,,2.0
ID6236,Alice,06-11-21,09:04:07,Technical support,Y,Y,,0:05:31,3.0
ID10201,Alice,22-07-21,21:04:47,General inquiry,Y,N,,,
ID9973,Bob,12-04-21,12:06:10,Streaming,Y,N,288.0,0:08:39,
ID14483,Diane,28-02-21,02:03:32,General inquiry,N,Y,202.0,,
ID5293,Bob,14-12-21,11:04:36,Billing,Y,N,35.0,,
ID5665,Bob,06-08-21,18:02:04,Streaming,Y,N,192.0,0:08:08,
ID9851,Eve,13-06-21,14:30:41,General inquiry,N,Y,220.0,,
ID10773,Diane,23-12-21,18:32:00,Contract related,N,N,,0:06:23,
ID6189,Jim,01-12-21,17:48:32,Streaming,Y,N,,,
ID8560,Bob,06-05-21,20:52:34,Billing,Y,N,,,4.0
ID10691,Eve,02-08-21,23:10:14,Contract related,N,N,167.0,,
ID5833,Jim,07-02-21,12:44:53,Technical support,Y,N,,,1.0
ID9537,Diane,11-12-21,16:13:27,Contract related,N,N,,,1.0
ID5964,Bob,18-02-21,11:15:39,Streaming,Y,N,,,
ID14155,Eve,06-09-21,02:35:41,General inquiry,N,Y,164.0,0:03:35,2.0
ID11541,Jim,09-11-21,07:32:44,General inquiry,N,N,,,
ID13062,Alice,23-02-21,16:19:28,Technical support,Y,Y,110.0,0:08:26,1.0
ID6186,Diane,13-11-21,14:28:09,Technical support,Y,N,247.0,0:01:49,2.0
ID9618,Bob,14-04-21,11:06:44,Billing,Y,Y,270.0,0:01:49,1.0
ID14635,Alice,27-05-21,16:34:11,Streaming,Y,Y,55.0,,
ID14314,Bob,28-10-21,22:33:02,Billing,Y,Y,129.0,0:05:50,5.0
ID9625,Jim,26-08-21,19:19:51,General inquiry,Y,N,37.0,,
